		Company Market Cap
EDF.PA	2010	56750962190
EDF.PA	2009	76838898473
EDF.PA	2008	75620100235
SBMO.AS	2018	2658301617
SBMO.AS	2017	3017198044
SBMO.AS	2016	3183924514
SBMO.AS	2015	2468363117
SBMO.AS	2014	2051027714
SBMO.AS	2013	3089458382
SBMO.AS	2012	1988830391
SBMO.AS	2011	2729331423
SBMO.AS	2010	2810158722
SBMO.AS	2009	2264978509
SBMO.AS	2008	1360841889
GETP.PA	2018	6451500000
GETP.PA	2017	5896000000
GETP.PA	2016	4968700000
GETP.PA	2015	6303000000
GETP.PA	2014	5885000000
GETP.PA	2013	4202000000
GETP.PA	2012	3212000000
GETP.PA	2011	2883815551
GETP.PA	2010	3515109578
GETP.PA	2009	3117123118
GETP.PA	2008	1460121091
PROX.BR	2018	7984153689
PROX.BR	2017	9202595954
PROX.BR	2016	9248367694
PROX.BR	2015	10140754050
PROX.BR	2014	10174556563
PROX.BR	2013	7269230528
PROX.BR	2012	7505848123
PROX.BR	2011	8193729272
PROX.BR	2010	8492881517
PROX.BR	2009	8558796418
PROX.BR	2008	9238226940
ORP.PA	2018	5762391738
ORP.PA	2017	6345571991
ORP.PA	2016	4626608521
ORP.PA	2015	4446992922
ORP.PA	2014	2880164581
ORP.PA	2013	2343348100
ORP.PA	2012	1775435077
ORP.PA	2011	1334749366
ORP.PA	2010	1345666038
ORP.PA	2009	1228332452
ORP.PA	2008	951635937.4
APAM.AS	2018	1970689254
APAM.AS	2017	3669927819
APAM.AS	2016	3392431514
APAM.AS	2015	2567055620
APAM.AS	2014	1918852612
APAM.AS	2013	1047817625
APAM.AS	2012	890547419.3
APAM.AS	2011	850742057
LIGHT.AS	2018	2824860000
LIGHT.AS	2017	4375800000
LIGHT.AS	2016	3510000000
CASP.PA	2018	3987566977
CASP.PA	2017	5612008118
CASP.PA	2016	5060353048
CASP.PA	2015	4800328695
CASP.PA	2014	8648084989
CASP.PA	2013	9458476983
CASP.PA	2012	8123211750
CASP.PA	2011	7194048630
CASP.PA	2010	8054645274
CASP.PA	2009	6900286423
CASP.PA	2008	5845243771
SCOR.PA	2018	7557223971
SCOR.PA	2017	6439984430
SCOR.PA	2016	6302718403
SCOR.PA	2015	6625245571
SCOR.PA	2014	4836947614
SCOR.PA	2013	5099960840
SCOR.PA	2012	3918321127
SCOR.PA	2011	3467167053
SCOR.PA	2010	3566860405
SCOR.PA	2009	3222581285
SCOR.PA	2008	3014494608
AMG.AS	2018	861783203.9
AMG.AS	2017	1253595790
AMG.AS	2016	417570752.8
AMG.AS	2015	249247517.3
AMG.AS	2014	186693770.8
AMG.AS	2013	212907573.8
AMG.AS	2012	178500213.7
AMG.AS	2011	209029526
AMG.AS	2010	248360081.6
AMG.AS	2009	236907615.4
AMG.AS	2008	184380587.5
AALB.AS	2018	3212351963
AALB.AS	2017	4666547112
AALB.AS	2016	3408078744
AALB.AS	2015	3515341443
AALB.AS	2014	2713082803
AALB.AS	2013	2562693864
AALB.AS	2012	1717987525
AALB.AS	2011	1402933643
AALB.AS	2010	1682928931
AALB.AS	2009	1070151222
AALB.AS	2008	522715340.6
VOPA.AS	2018	5072509862
VOPA.AS	2017	4674941675
VOPA.AS	2016	5736614921
VOPA.AS	2015	5071231508
VOPA.AS	2014	5507789502
VOPA.AS	2013	5435562484
VOPA.AS	2012	6814906773
VOPA.AS	2011	5218881430
VOPA.AS	2010	4518982451
VOPA.AS	2009	3547433183
VOPA.AS	2008	1686167712
GEPH.PA	2018	820695724.1
GEPH.PA	2017	84105966.2
GEPH.PA	2016	303445472.8
GEPH.PA	2015	474534714.6
GEPH.PA	2014	881784656.2
GEPH.PA	2013	2225204154
GEPH.PA	2012	3984700363
GEPH.PA	2011	2753256827
GEPH.PA	2010	3448513657
GEPH.PA	2009	2254332492
GEPH.PA	2008	1596398732
BAMN.AS	2018	691162503.4
BAMN.AS	2017	1053239280
BAMN.AS	2016	1193266656
BAMN.AS	2015	1390224649
BAMN.AS	2014	698093313.2
BAMN.AS	2013	1019231329
BAMN.AS	2012	779400897.5
BAMN.AS	2011	759376435.8
BAMN.AS	2010	1065427088
BAMN.AS	2009	980173095.3
BAMN.AS	2008	866584457
BOSN.AS	2018	2826569994
BOSN.AS	2017	4088315458
BOSN.AS	2016	4291235347
BOSN.AS	2015	4727346343
BOSN.AS	2014	5587523919
BOSN.AS	2013	4618779745
BOSN.AS	2012	3647645086
BOSN.AS	2011	2937562755
BOSN.AS	2010	3604781189
BOSN.AS	2009	2557449040
BOSN.AS	2008	1424269393
ETL.PA	2018	4004887595
ETL.PA	2017	4491386582
ETL.PA	2016	4281889411
ETL.PA	2015	6424579926
ETL.PA	2014	6081723797
ETL.PA	2013	4988883402
ETL.PA	2012	5524860948
ETL.PA	2011	6636436557
ETL.PA	2010	6028921967
ETL.PA	2009	4943760036
ETL.PA	2008	3711949039
ERMT.PA	2018	1607341381
ERMT.PA	2017	2629290370
ERMT.PA	2016	1506062189
ERMT.PA	2015	783024931
ERMT.PA	2014	2030556177
ERMT.PA	2013	1865722793
ERMT.PA	2012	2943560972
ERMT.PA	2011	2505522537
ERMT.PA	2010	6797193057
ERMT.PA	2009	5816725856
ERMT.PA	2008	3608411856
ASRNL.AS	2018	4875780000
ASRNL.AS	2017	5042835000
ASRNL.AS	2016	3390000000
ENX.PA	2018	3521000000
ENX.PA	2017	3626700000
ENX.PA	2016	2744350000
ENX.PA	2015	3309950000
ENX.PA	2014	1875650000
CVO.PA	2018	6349017726
CVO.PA	2017	7069934999
CVO.PA	2016	5702776245
CVO.PA	2015	5496952890
CVO.PA	2014	4814097178
CVO.PA	2013	3933363772
CVO.PA	2012	3664860604
CVO.PA	2011	2725442574
CVO.PA	2010	3881776101
CVO.PA	2009	3468720665
CVO.PA	2008	2013028780
RUBF.PA	2018	4538499868
RUBF.PA	2017	5536201345
RUBF.PA	2016	3557198097
RUBF.PA	2015	3015249852
RUBF.PA	2014	1837535710
RUBF.PA	2013	1715667413
RUBF.PA	2012	1678482186
RUBF.PA	2011	1228267949
RUBF.PA	2010	1226163461
RUBF.PA	2009	667701604.8
RUBF.PA	2008	464361731.9
EUFI.PA	2018	5753845884
EUFI.PA	2017	8934123442
EUFI.PA	2016	6829014825
EUFI.PA	2015	4951454335
EUFI.PA	2014	3196295598
EUFI.PA	2013	2924185275
EUFI.PA	2012	1758527803
EUFI.PA	2011	805676555
EUFI.PA	2010	765825968.6
EUFI.PA	2009	542205351.1
EUFI.PA	2008	500134236.6
GBLB.BR	2018	12276138475
GBLB.BR	2017	14454050090
GBLB.BR	2016	12863482640
GBLB.BR	2015	12719873764
GBLB.BR	2014	11416098805
GBLB.BR	2013	10767438492
GBLB.BR	2012	9704087380
GBLB.BR	2011	8311565363
GBLB.BR	2010	10154277001
GBLB.BR	2009	10657714856
GBLB.BR	2008	9174832199
BCP.LS	2018	3468660694
BCP.LS	2017	4111005267
BCP.LS	2016	1011692702
BCP.LS	2015	2887008238
BCP.LS	2014	3560592409
BCP.LS	2013	3279272599
BCP.LS	2012	1478037529
BCP.LS	2011	980174720.2
BCP.LS	2010	2732257200
BCP.LS	2009	3966937000
BCP.LS	2008	3826099000
PTNL.AS	2018	936991952.7
PTNL.AS	2017	1848589075
PTNL.AS	2016	1811958383
PTNL.AS	2015	1545497324
PTNL.AS	2014	1366854483
PTNL.AS	2013	1825889183
PTNL.AS	2012	1283842081
PTNL.AS	2011	965061547.3
PTNL.AS	2010	7432697146
PTNL.AS	2009	7976253158
PTNL.AS	2008	4953900257
AMUN.PA	2018	9310672981
AMUN.PA	2017	14236721205
AMUN.PA	2016	8350093946
AMUN.PA	2015	7221649334
BICP.PA	2018	4099864701
BICP.PA	2017	4272809911
BICP.PA	2016	6190693148
BICP.PA	2015	7294881368
BICP.PA	2014	5228891747
BICP.PA	2013	4305554758
BICP.PA	2012	4308081373
BICP.PA	2011	3267311493
BICP.PA	2010	3122735807
BICP.PA	2009	2340657171
BICP.PA	2008	1998195254
PHAR.AS	2018	467648641.8
PHAR.AS	2017	618252414.8
PHAR.AS	2016	98862446.7
PHAR.AS	2015	114967620.6
PHAR.AS	2014	158590086.6
PHAR.AS	2013	47538107.62
PHAR.AS	2012	25176709.67
PHAR.AS	2011	40189550.54
PHAR.AS	2010	90306029.07
PHAR.AS	2009	69525466.65
PHAR.AS	2008	62647396.12
EUAV.BR	2018	1368553715
EUAV.BR	2017	1223361564
EUAV.BR	2016	1206644624
EUAV.BR	2015	2018769473
EUAV.BR	2014	1255295406
EUAV.BR	2013	469036017.1
EUAV.BR	2012	237532500
EUAV.BR	2011	193545000
EUAV.BR	2010	656707500
EUAV.BR	2009	791775000
EUAV.BR	2008	507667500
JCDX.PA	2018	5216815911
JCDX.PA	2017	7142874146
JCDX.PA	2016	5929644101
JCDX.PA	2015	7489601388
JCDX.PA	2014	6384499907
JCDX.PA	2013	6658984250
JCDX.PA	2012	3995527529
JCDX.PA	2011	3943786677
JCDX.PA	2010	5097291009
JCDX.PA	2009	3769514748
JCDX.PA	2008	2743994442
IPN.PA	2018	9456167345
IPN.PA	2017	8333294386
IPN.PA	2016	5739738257
IPN.PA	2015	5076679982
IPN.PA	2014	3562161839
IPN.PA	2013	2894326522
IPN.PA	2012	1918916120
IPN.PA	2011	2042312545
IPN.PA	2010	1922620524
IPN.PA	2009	3258463393
IPN.PA	2008	2352368692
BESI.AS	2018	1479493584
BESI.AS	2017	2798771417
BESI.AS	2016	1266673260
BESI.AS	2015	743029573.8
BESI.AS	2014	741828556.1
BESI.AS	2013	328878661
BESI.AS	2012	231796402.6
BESI.AS	2011	204973675.5
BESI.AS	2010	171973597.2
BESI.AS	2009	90055140.39
BESI.AS	2008	55989338.22
RXL.PA	2018	2827096761
RXL.PA	2017	4586548836
RXL.PA	2016	4734365259
RXL.PA	2015	3706889650
RXL.PA	2014	4336120939
RXL.PA	2013	5403825363
RXL.PA	2012	4198456272
RXL.PA	2011	3548163419
RXL.PA	2010	4226776467
RXL.PA	2009	2633161804
RXL.PA	2008	1218274623
JMT.LS	2018	6506891895
JMT.LS	2017	10144672561
JMT.LS	2016	9275782063
JMT.LS	2015	7548372174
JMT.LS	2014	5245158989
JMT.LS	2013	8945403122
JMT.LS	2012	9187681012
JMT.LS	2011	8048660284
JMT.LS	2010	7173942708
JMT.LS	2009	4395613142
JMT.LS	2008	2498294083
HEIO.AS	2018	21242224890
HEIO.AS	2017	23759608558
HEIO.AS	2016	19050315312
HEIO.AS	2015	20450141928
HEIO.AS	2014	14957406624
HEIO.AS	2013	13245067275
HEIO.AS	2012	11934530011
HEIO.AS	2011	9107513912
HEIO.AS	2010	9368181214
HEIO.AS	2009	7162921376
HEIO.AS	2008	5000691818
ADP.PA	2018	16377979631
ADP.PA	2017	15685255417
ADP.PA	2016	10074189284
ADP.PA	2015	10608576534
ADP.PA	2014	9920800350
ADP.PA	2013	8164249665
ADP.PA	2012	5776330339
ADP.PA	2011	5244911906
ADP.PA	2010	5845602760
ADP.PA	2009	5574450711
ADP.PA	2008	4788703531
RCOP.PA	2018	5041481424
RCOP.PA	2017	5812819089
RCOP.PA	2016	4026060748
RCOP.PA	2015	3216998274
RCOP.PA	2014	2696599606
RCOP.PA	2013	3034857033
RCOP.PA	2012	4211777020
RCOP.PA	2011	3078217427
RCOP.PA	2010	2608143112
RCOP.PA	2009	1721622843
RCOP.PA	2008	1402370892
WDPP.BR	2018	2656672128
WDPP.BR	2017	2056326750
WDPP.BR	2016	1810367790
WDPP.BR	2015	1503529802
WDPP.BR	2014	1093054206
WDPP.BR	2013	847376316.9
WDPP.BR	2012	712459130.1
WDPP.BR	2011	505443588.3
WDPP.BR	2010	459368827.7
WDPP.BR	2009	425276516.3
WDPP.BR	2008	259070538.2
BIOX.PA	2018	6805770150
BIOX.PA	2017	8840399522
BIOX.PA	2016	5598485706
BIOX.PA	2015	4335966026
BIOX.PA	2014	3382763668
BIOX.PA	2013	3009136750
BIOX.PA	2012	2840669280
BIOX.PA	2011	2179424598
BIOX.PA	2010	2912475087
BIOX.PA	2009	3222581483
BIOX.PA	2008	2367224400
EURA.PA	2018	4728833474
EURA.PA	2017	5566377894
EURA.PA	2016	3873694176
EURA.PA	2015	4454995408
EURA.PA	2014	4025719195
EURA.PA	2013	3721038045
EURA.PA	2012	2390305330
EURA.PA	2011	1736120249
EURA.PA	2010	3217972862
EURA.PA	2009	2694570700
EURA.PA	2008	1855190026
ALTT.PA	2018	1800432841
ALTT.PA	2017	2441865681
ALTT.PA	2016	2440107678
ALTT.PA	2015	2165454716
ALTT.PA	2014	1373935461
ALTT.PA	2013	1113864914
ALTT.PA	2012	832148188
ALTT.PA	2011	405219987.2
ALTT.PA	2010	467130549.5
ALTT.PA	2009	534545834.4
ALTT.PA	2008	389441714.7
MWDP.PA	2018	4845442815
MWDP.PA	2017	6678963524
MWDP.PA	2016	5386069718
MWDP.PA	2015	5259953888
MWDP.PA	2014	4441559383
MWDP.PA	2013	5149289724
MWDP.PA	2012	3852542341
MWDP.PA	2011	2603787213
MWDP.PA	2010	3480077591
MWDP.PA	2009	2158668290
MWDP.PA	2008	1782977640
IMTP.PA	2018	3341787884
IMTP.PA	2017	6249260824
IMTP.PA	2016	5734789426
IMTP.PA	2015	5148914927
IMTP.PA	2014	4651296487
IMTP.PA	2013	4761281999
IMTP.PA	2012	3611423367
IMTP.PA	2011	2686125176
IMTP.PA	2010	3762949265
IMTP.PA	2009	3166702649
IMTP.PA	2008	2052241287
CNPP.PA	2018	12716174194
CNPP.PA	2017	13220838775
CNPP.PA	2016	12084485195
CNPP.PA	2015	8541533854
CNPP.PA	2014	10110457074
CNPP.PA	2013	10230615307
CNPP.PA	2012	7467819531
CNPP.PA	2011	5690781075
CNPP.PA	2010	8024013198
CNPP.PA	2009	10064922886
CNPP.PA	2008	7703171501
COLR.BR	2018	8934682082
COLR.BR	2017	6512513823
COLR.BR	2016	7047736697
COLR.BR	2015	7431618885
COLR.BR	2014	6025806270
COLR.BR	2013	6838546632
COLR.BR	2012	6319504650
COLR.BR	2011	4922626703
COLR.BR	2010	6376394077
COLR.BR	2009	5627000116
COLR.BR	2008	5127347250
LAGA.PA	2018	2887554958
LAGA.PA	2017	3505192735
LAGA.PA	2016	3461263084
LAGA.PA	2015	3607476698
LAGA.PA	2014	2832478978
LAGA.PA	2013	3543221388
LAGA.PA	2012	3315705137
LAGA.PA	2011	2683345334
LAGA.PA	2010	4042839207
LAGA.PA	2009	3725496655
LAGA.PA	2008	3802865294
STDM.PA	2018	8051939596
STDM.PA	2017	5557543655
STDM.PA	2016	5528045994
STDM.PA	2015	5430781909
STDM.PA	2014	2477445089
STDM.PA	2013	2076604986
STDM.PA	2012	1249807343
STDM.PA	2011	834148952
STDM.PA	2010	640688427.6
STDM.PA	2009	473829664
STDM.PA	2008	219673844
FUGRc.AS	2018	638184273.6
FUGRc.AS	2017	1098597100
FUGRc.AS	2016	1230107376
FUGRc.AS	2015	1273662227
FUGRc.AS	2014	1459721781
FUGRc.AS	2013	3663258920
FUGRc.AS	2012	3623615514
FUGRc.AS	2011	3654137882
FUGRc.AS	2010	4936585566
FUGRc.AS	2009	3171379964
FUGRc.AS	2008	1569314020
SPIE.PA	2018	1802800729
SPIE.PA	2017	3344222966
SPIE.PA	2016	3083834262
SPIE.PA	2015	2614672367
SEBF.PA	2018	5659068727
SEBF.PA	2017	7748609618
SEBF.PA	2016	6459265059
SEBF.PA	2015	4745992035
SEBF.PA	2014	3088908347
SEBF.PA	2013	3296106519
SEBF.PA	2012	2794917720
SEBF.PA	2011	2903200127
SEBF.PA	2010	3882755435
SEBF.PA	2009	1983087492
SEBF.PA	2008	1092553451
SOIT.PA	2018	1587198890
SOIT.PA	2017	1864801858
SOIT.PA	2016	891158394
SOIT.PA	2015	148034124.8
SOIT.PA	2014	227336286.3
SOIT.PA	2013	244939058.9
SOIT.PA	2012	316804896.9
SOIT.PA	2011	465711490.7
SOIT.PA	2010	706476843.7
SOIT.PA	2009	859206894.2
SOIT.PA	2008	270672005.9
BPOST.BR	2018	1601007557
BPOST.BR	2017	5077023963
BPOST.BR	2016	4500021240
BPOST.BR	2015	4518021325
BPOST.BR	2014	4157019621
BPOST.BR	2013	2842013414
DIOR.PA	2018	60271459592
DIOR.PA	2017	54973563998
DIOR.PA	2016	36209114314
DIOR.PA	2015	28485714774
DIOR.PA	2014	25968795159
DIOR.PA	2013	24960210043
DIOR.PA	2012	23306493906
DIOR.PA	2011	16648014867
DIOR.PA	2010	19426621431
DIOR.PA	2009	13040732964
DIOR.PA	2008	7314513682
TNET.BR	2018	4775430870
TNET.BR	2017	6832630031
TNET.BR	2016	6180932340
TNET.BR	2015	5832239368
TNET.BR	2014	5424219363
TNET.BR	2013	5015203102
TNET.BR	2012	4039632086
TNET.BR	2011	3344814308
TNET.BR	2010	3311581763
TNET.BR	2009	2194224222
TNET.BR	2008	1333571006
NEXS.PA	2018	1070305117
NEXS.PA	2017	2218757727
NEXS.PA	2016	2129109575
NEXS.PA	2015	1435543097
NEXS.PA	2014	1068106099
NEXS.PA	2013	1548238815
NEXS.PA	2012	980379552.5
NEXS.PA	2011	1147036079
NEXS.PA	2010	1682481433
NEXS.PA	2009	1561330223
NEXS.PA	2008	1187174913
AVMD.PA	2018	10057424410
AVMD.PA	2017	10788042266
AVMD.PA	2016	8759033356
AVMD.PA	2015	10458989817
AVMD.PA	2014	9792838439
AVMD.PA	2013	9396326121
AVMD.PA	2012	7534679958
AVMD.PA	2011	5771761290
AVMD.PA	2010	6085664097
AVMD.PA	2009	5316095925
AVMD.PA	2008	4070610594
BOLL.PA	2018	10253325646
BOLL.PA	2017	13229135962
BOLL.PA	2016	9749684910
BOLL.PA	2015	12439668165
BOLL.PA	2014	10349361776
BOLL.PA	2013	11593473939
BOLL.PA	2012	6921816586
BOLL.PA	2011	3801485571
BOLL.PA	2010	3926247951
BOLL.PA	2009	2839397307
BOLL.PA	2008	2099597835
BAR.BR	2018	1292354388
BAR.BR	2017	1165935582
BAR.BR	2016	1044581390
BAR.BR	2015	801584291.2
BAR.BR	2014	756506674.6
BAR.BR	2013	718386448.5
BAR.BR	2012	690512547.5
BAR.BR	2011	494363489.8
BAR.BR	2010	611705427.4
BAR.BR	2009	360967018
BAR.BR	2008	226792194.5
ICAD.PA	2018	4956339962
ICAD.PA	2017	6071929469
ICAD.PA	2016	5023997299
ICAD.PA	2015	4587482413
ICAD.PA	2014	4909143962
ICAD.PA	2013	4903667437
ICAD.PA	2012	3479874598
ICAD.PA	2011	3149717620
ICAD.PA	2010	3947436171
ICAD.PA	2009	3290316494
ICAD.PA	2008	2927045975
NOS.LS	2018	2727779507
NOS.LS	2017	2823599524
NOS.LS	2016	2904479860
NOS.LS	2015	3732859359
NOS.LS	2014	2697384986
NOS.LS	2013	2781871452
NOS.LS	2012	918017579.2
NOS.LS	2011	717722834.6
NOS.LS	2010	1047838247
NOS.LS	2009	1340862040
NOS.LS	2008	1146749232
GNFT.PA	2018	540737682
GNFT.PA	2017	745501173
GNFT.PA	2016	654806841.4
GNFT.PA	2015	779862325.2
GNFT.PA	2014	902725043.3
GNFT.PA	2013	183233043.3
GNFT.PA	2012	50203447.26
GNFT.PA	2011	22081536.36
GNFT.PA	2010	48397988.9
GNFT.PA	2009	80021444.6
GNFT.PA	2008	73259069
ELIS.PA	2018	3199945780
ELIS.PA	2017	5048805314
ELIS.PA	2016	1932404531
ELIS.PA	2015	1738594047
GTT.PA	2018	2489811673
GTT.PA	2017	1857625686
GTT.PA	2016	1523735081
GTT.PA	2015	1444758181
GTT.PA	2014	1813131657
FLOW.AS	2018	1295520480
FLOW.AS	2017	930690000
FLOW.AS	2016	1523306857
FLOW.AS	2015	2110106902
ONTEX.BR	2018	1474015202
ONTEX.BR	2017	2270724536
ONTEX.BR	2016	2114826301
ONTEX.BR	2015	2363269938
ONTEX.BR	2014	1613937487
OCI.AS	2018	3752780791
OCI.AS	2017	4431273444
OCI.AS	2016	3493605026
OCI.AS	2015	4804233691
OCI.AS	2014	6087469796
OCI.AS	2013	6897657451
BFIT.AS	2018	1418600009
BFIT.AS	2017	1099346673
BFIT.AS	2016	876306672
TOM2.AS	2018	1859016276
TOM2.AS	2017	1942554350
TOM2.AS	2016	1985887638
TOM2.AS	2015	2651207626
TOM2.AS	2014	1235203823
TOM2.AS	2013	1144094853
TOM2.AS	2012	842979150.6
TOM2.AS	2011	677223576.6
TOM2.AS	2010	1750065791
TOM2.AS	2009	1385738063
TOM2.AS	2008	641242550
EUCAR.PA	2018	1266444298
EUCAR.PA	2017	1650483669
EUCAR.PA	2016	1381527276
EUCAR.PA	2015	1739576704
SOPR.PA	2018	1656292517
SOPR.PA	2017	3200659501
SOPR.PA	2016	2209405501
SOPR.PA	2015	2209858576
SOPR.PA	2014	1242994212
SOPR.PA	2013	874178571
SOPR.PA	2012	581120612
SOPR.PA	2011	423364336.5
SOPR.PA	2010	679965153.4
SOPR.PA	2009	579397054.5
SOPR.PA	2008	291708293.8
PLOF.PA	2018	2996578378
PLOF.PA	2017	5721262804
PLOF.PA	2016	4624618918
PLOF.PA	2015	4504405198
PLOF.PA	2014	3473137523
PLOF.PA	2013	3146033526
PLOF.PA	2012	1177050474
PLOF.PA	2011	813063121.9
PLOF.PA	2010	935163747
PLOF.PA	2009	338070516.8
PLOF.PA	2008	137234297.5
COFB.BR	2018	2499127053
COFB.BR	2017	2344771923
COFB.BR	2016	2304591192
COFB.BR	2015	2081130639
COFB.BR	2014	1728041606
COFB.BR	2013	1582049565
COFB.BR	2012	1533400793
COFB.BR	2011	1471000662
COFB.BR	2010	1445790819
COFB.BR	2009	1376452511
COFB.BR	2008	1214764163
ALS30.PA	2018	928191936.6
ALS30.PA	2017	607760982
ALS30.PA	2016	278808638.2
ALS30.PA	2015	202279120
ALS30.PA	2014	94712942.4
ALS30.PA	2013	79051747.2
ALS30.PA	2012	44671694.88
ALS30.PA	2011	45367748
ALS30.PA	2010	55802102
ALS30.PA	2009	40657880
ALS30.PA	2008	22720580
AVQ.PA	2018	243646934.8
AVQ.PA	2017	192694356.1
AVQ.PA	2016	61176924.46
AVQ.PA	2015	33770029.95
AVQ.PA	2014	19184898.56
AVQ.PA	2013	26978891.94
AVQ.PA	2012	29159190.81
AVQ.PA	2011	36342637.52
AVQ.PA	2010	39181569.02
AVQ.PA	2009	44289845.16
AVQ.PA	2008	13208327.5
ALSS.LS	2018	1189763698
ALSS.LS	2017	1060735876
ALSS.LS	2016	792628780.6
ALSS.LS	2015	978478075.4
ALSS.LS	2014	509341941.6
ALSS.LS	2013	459494945.3
ALSS.LS	2012	325749095.1
ALSS.LS	2011	246158006.4
ALSS.LS	2010	348211013.2
ALSS.LS	2009	409750514.8
ALSS.LS	2008	214875426.4
SOF.BR	2018	5678650000
SOF.BR	2017	4471290631
SOF.BR	2016	4293237500
SOF.BR	2015	3541450000
SOF.BR	2014	3019775000
SOF.BR	2013	2876952500
SOF.BR	2012	2380375000
SOF.BR	2011	2112960000
SOF.BR	2010	2442045000
SOF.BR	2009	2414000000
SOF.BR	2008	1750175000
MLXS.BR	2018	2056360000
MLXS.BR	2017	3392918620
MLXS.BR	2016	2571460000
MLXS.BR	2015	2027272000
MLXS.BR	2014	1515000000
MLXS.BR	2013	936472000
MLXS.BR	2012	520352000
MLXS.BR	2011	448418088.2
MLXS.BR	2010	582035435.6
MLXS.BR	2009	293179810.8
MLXS.BR	2008	216209300
BEKB.BR	2018	1272201767
BEKB.BR	2017	2200324635
BEKB.BR	2016	2322474500
BEKB.BR	2015	1706663027
BEKB.BR	2014	1583634965
BEKB.BR	2013	1544842762
BEKB.BR	2012	1312520606
BEKB.BR	2011	1486510067
BEKB.BR	2010	5144119181
BEKB.BR	2009	2152039887
BEKB.BR	2008	955944760
CTT.LS	2018	441900000
CTT.LS	2017	526050000
CTT.LS	2016	966750000
CTT.LS	2015	1328100000
CTT.LS	2014	1202550000
CTT.LS	2013	838500000
AOO.BR	2018	1451340226
AOO.BR	2017	1415056550
AOO.BR	2016	1022177028
AOO.BR	2015	856929026.5
AOO.BR	2014	606862252.2
AOO.BR	2013	510337145.7
AOO.BR	2012	434499340
AOO.BR	2011	312709351.5
AOO.BR	2010	292436888
AOO.BR	2009	183161880
AOO.BR	2008	169566667.6
KORI.PA	2018	2547827289
KORI.PA	2017	2384525090
KORI.PA	2016	2232156689
KORI.PA	2015	2676336507
KORI.PA	2014	2386933195
KORI.PA	2013	717347631.7
KORI.PA	2012	452402604.1
KORI.PA	2011	412256388.6
KORI.PA	2010	529691941.1
KORI.PA	2009	627452540
KORI.PA	2008	509434525.6
NVGR.LS	2018	2583000000
NVGR.LS	2017	3036820973
NVGR.LS	2016	2342637500
NVGR.LS	2015	2759930000
NVGR.LS	2014	2367737500
NVGR.LS	2013	2233425000
NVGR.LS	2012	1749900000
NVGR.LS	2011	1411432500
NVGR.LS	2010	1746830000
NVGR.LS	2009	1063217750
NVGR.LS	2008	832200250
ACKB.BR	2018	4414891947
ACKB.BR	2017	4839781305
ACKB.BR	2016	4424941018
ACKB.BR	2015	4532131111
ACKB.BR	2014	3420033898
ACKB.BR	2013	2852596345
ACKB.BR	2012	2085852212
ACKB.BR	2011	1930761547
ACKB.BR	2010	2092886562
ACKB.BR	2009	1741504039
ACKB.BR	2008	1219287306
TWKNc.AS	2018	1742845754
TWKNc.AS	2017	2256162967
TWKNc.AS	2016	1609670071
TWKNc.AS	2015	1587961964
TWKNc.AS	2014	1107834224
TWKNc.AS	2013	981062147.6
TWKNc.AS	2012	746889273
TWKNc.AS	2011	643002606.2
TWKNc.AS	2010	736627078.9
TWKNc.AS	2009	516264404
TWKNc.AS	2008	283110360
LTEN.PA	2018	2459331732
LTEN.PA	2017	2354437616
LTEN.PA	2016	2247551604
LTEN.PA	2015	1796307819
LTEN.PA	2014	1183785317
LTEN.PA	2013	1087766196
LTEN.PA	2012	846280604
LTEN.PA	2011	586891018.5
LTEN.PA	2010	785140315.4
LTEN.PA	2009	618729832.5
LTEN.PA	2008	481897205.6
IETB.BR	2018	1820562250
IETB.BR	2017	2075783842
IETB.BR	2016	2322433527
IETB.BR	2015	1903239667
IETB.BR	2014	1620090253
IETB.BR	2013	2001954844
IETB.BR	2012	1683411753
IETB.BR	2011	1884160263
IETB.BR	2010	2610283664
IETB.BR	2009	1543496124
IETB.BR	2008	415322676.2
MDM.PA	2018	755992048.7
MDM.PA	2017	1707881499
MDM.PA	2016	1133083235
ROBF.PA	2018	1198722398
ROBF.PA	2017	923927832
ROBF.PA	2016	789656650
ROBF.PA	2015	504662837
ROBF.PA	2014	357681537.2
ROBF.PA	2013	384367500
ROBF.PA	2012	265240625
ROBF.PA	2011	249964200
ROBF.PA	2010	224967780
ROBF.PA	2009	184885177.8
ROBF.PA	2008	157207360
WEHA.AS	2018	1094966342
WEHA.AS	2017	1610836840
WEHA.AS	2016	1721984582
WEHA.AS	2015	2082006616
WEHA.AS	2014	1996192497
WEHA.AS	2013	1239423189
WEHA.AS	2012	1040621184
WEHA.AS	2011	1112380686
WEHA.AS	2010	1567029237
WEHA.AS	2009	1419175100
WEHA.AS	2008	1309249305
FAGRO.BR	2018	1025930949
FAGRO.BR	2017	820098164.2
FAGRO.BR	2016	697819839.6
FAGRO.BR	2015	226709498.6
FAGRO.BR	2014	1081238784
FAGRO.BR	2013	866745015.1
FAGRO.BR	2012	484816967
FAGRO.BR	2011	344322274.6
FAGRO.BR	2010	355000477
FAGRO.BR	2009	251120724.1
FAGRO.BR	2008	194969506.2
INTER.AS	2018	1318503917
INTER.AS	2017	1437950497
INTER.AS	2016	1538229834
INTER.AS	2015	1726589900
SIPFc.AS	2018	1346563193
SIPFc.AS	2017	1799761685
